followers_count,frequency
4958,1
409,1
448,1
368,1
902,1
514,1
1962,1
1041,1
1147,1
1190,1
1254,1
7049,1
1162,1
699,1
700,1
469,1
211,1
870,1
352,1
318,1
589,1
1744,1
374,1
12287,1
3561,1
340,1
1753,1
860,1
1163,1
925,1
333,1
509,1
994,1
1179,1
1275,1
745,1
1440,1
710,1
423,1
2558,1
865,1
995,1
1018,1
960,1
692,1
698,1
972,1
943,1
1117,1
650,1
1368,1
1515,1
923,1
1618,1
1730,1
1060,1
520,1
1331,1
1759,1
339,1
715,1
462,1
615,1
673,1
363,1
535,1
413,1
3443,1
3991,1
839,1
508,1
388,1
826,1
7053,1
632,1
1136,1
490,1
1849,1
932,1
985,1
668,1
1442,1
495,1
754,1
1169,1
1152,1
824,1
646,1
872,1
1674,1
9379,1
482,1
772,1
783,1
2203,1
769,1
1251,1
569,1
513,1
832,1
1803,1
682,1
701,1
2436,1
1038,1
379,1
1445,1
725,1
2439,1
617,1
465,1
1108,1
933,1
372,1
1084,1
1466,1
652,1
716,1
704,1
604,1
7123,1
905,1
392,1
4572,1
235,1
386,1
1890,1
558,1
1231,1
628,1
884,1
6794,1
2758,1
1173,1
734,1
633,1
803,1
399,1
2521,1
1733,1
345,1
616,1
968,1
1643,1
947,1
818,1
983,1
2140,1
1521,1
5108,1
581,1
1296,1
2551,1
528,1
1046,1
1455,1
1617,1
559,1
1171,1
712,1
1235,1
2816,1
612,1
2682,1
308,1
492,1
709,1
2585,1
2842,1
441,1
1431,1
570,1
329,1
377,1
913,1
852,1
2225,1
981,1
16056,1
1225,1
1320,1
6909,1
844,1
5095,1
1303,1
3163,1
4055,1
1138,1
1315,1
738,1
594,1
1408,1
987,1
1451,1
624,1
679,1
472,1
2175,1
1070,1
1994,1
4229,1
4841,1
649,1
777,1
1212,1
348,1
457,1
346,1
337,1
276,1
