frequency,statuses_count
9,139
9,3
8,28
7,125
7,2
6,476
6,104
6,122
6,200
6,126
6,147
6,481
6,1
6,123
6,346
6,120
6,44
6,17
5,443
5,579
5,165
5,466
5,99
5,50
5,343
5,521
5,116
5,553
5,65
5,1180
5,243
5,106
5,194
5,308
5,235
4,321
4,2146
4,205
4,201
4,713
4,22
4,869
4,460
4,234
4,533
4,8
4,643
4,244
4,152
4,1455
4,338
4,145
4,1415
4,315
4,9
4,289
4,191
4,172
4,31
4,1081
4,348
4,276
4,447
4,456
4,1237
4,386
4,410
4,74
4,534
4,1299
4,2401
4,416
4,61
4,42
4,441
4,121
4,472
4,202
4,80
4,391
4,389
4,604
4,142
4,618
4,256
4,273
4,400
4,707
4,369
4,658
4,30
4,763
4,229
4,464
4,265
4,433
4,51
4,56
4,7
4,21
4,309
4,317
4,133
4,757
4,797
4,426
3,885
3,449
3,1637
3,408
3,6
3,621
3,1165
3,1548
3,192
3,556
3,1630
3,1267
3,260
3,48
3,593
3,39
3,668
3,217
3,364
3,374
3,129
3,340
3,334
3,828
3,515
3,2088
3,271
3,160
3,2455
3,1022
3,1771
3,1465
3,1090
3,43
3,605
3,467
3,280
3,789
3,512
3,249
3,1155
3,963
3,554
3,19
3,759
3,285
3,1887
3,906
3,672
3,223
3,47
3,454
3,366
3,737
3,486
3,565
3,420
3,1252
3,1510
3,11
3,158
3,312
3,654
3,215
3,1111
3,63
3,55
3,87
3,1546
3,170
3,2500
3,77
3,78
3,1994
3,64
3,462
3,3888
3,845
3,1784
3,1064
3,688
3,59
3,414
3,762
3,292
3,342
3,1219
3,130
3,1944
3,169
3,20
3,320
3,371
3,902
3,1737
3,1773
3,92
3,187
3,76
3,100
3,255
3,2277
3,303
3,590
3,12
3,281
3,705
3,151
3,67
3,800
3,477
3,58
3,788
3,1040
3,811
3,101
3,964
3,1172
3,204
3,1177
3,5707
3,394
3,70
3,1413
3,45
3,660
3,182
3,600
3,1102
3,678
3,27
3,1275
3,2664
3,358
3,754
3,16
3,580
3,2830
3,203
3,549
3,323
3,88
3,1326
3,86
3,858
3,1448
3,520
3,1709
3,134
3,1501
3,535
3,300
3,135
3,723
3,627
3,131
3,127
3,909
3,1041
3,325
3,96
3,1313
3,279
3,1642
3,216
3,1447
3,1472
3,1969
3,319
3,109
3,834
3,150
3,361
3,89
2,459
2,46
2,1493
2,2877
2,5499
2,889
2,7616
2,2228
2,3145
2,555
2,499
2,552
2,1073
