frequency,friends_count
32,67
30,39
28,40
28,75
27,73
27,52
27,103
26,85
26,0
26,89
26,53
25,90
25,72
25,57
25,48
24,86
24,46
23,79
23,65
22,42
21,68
21,59
21,47
21,45
21,88
21,77
21,76
21,70
21,92
21,60
21,64
21,55
21,36
20,50
20,71
20,35
20,69
20,51
20,63
20,84
20,54
20,28
20,80
20,58
19,98
19,21
19,66
19,32
19,128
19,25
19,44
19,104
19,29
19,33
18,82
17,41
17,43
17,23
17,93
17,26
17,31
16,122
16,56
16,95
16,30
16,49
16,62
16,131
16,108
16,37
15,83
15,27
15,16
15,105
15,11
14,24
14,102
14,127
14,129
14,38
14,61
14,114
14,106
14,100
14,117
14,2001
14,74
14,101
14,119
14,78
14,34
14,81
13,97
13,18
13,121
13,115
13,165
13,10
13,113
12,110
12,184
12,91
12,12
12,109
12,138
12,111
11,126
11,140
11,144
11,116
11,4
11,87
11,124
10,94
10,150
10,156
10,107
10,17
10,148
10,20
10,6
10,14
10,228
10,214
10,135
10,112
10,22
10,8
10,170
10,141
9,99
9,168
9,9
9,132
9,137
9,19
9,177
9,123
9,139
9,118
9,196
8,13
8,125
8,134
8,151
8,207
8,176
8,166
8,153
8,182
8,96
8,1
8,152
8,172
8,154
8,162
8,209
8,201
8,161
8,164
8,159
8,142
8,171
8,120
8,179
7,147
7,224
7,158
7,7
7,193
7,175
7,174
7,136
7,15
7,199
6,192
6,253
6,198
6,267
6,181
6,2
6,225
6,222
6,183
6,146
6,204
6,297
6,130
6,210
6,133
6,190
6,226
6,269
6,203
6,186
6,180
6,208
6,5
6,191
6,169
6,188
6,143
6,189
6,167
6,145
6,237
5,264
5,332
5,368
5,173
5,398
5,200
5,212
5,306
5,213
5,278
5,259
5,163
5,218
5,358
5,185
5,202
5,263
5,205
5,246
5,273
5,305
5,229
5,3
5,220
5,394
5,296
5,206
5,227
5,197
5,234
4,302
4,399
4,405
4,240
4,331
4,823
4,321
4,155
4,510
4,160
4,293
4,244
4,195
4,538
4,149
4,294
4,391
4,187
4,271
4,440
4,157
4,292
4,284
4,337
4,307
4,344
4,343
4,178
4,245
4,594
4,384
4,335
4,551
4,325
4,215
4,333
4,298
3,603
3,288
3,385
3,390
3,256
3,1998
3,1001
3,242
3,211
3,329
3,410
3,808
3,274
3,414
3,295
3,523
3,340
3,508
3,954
3,221
3,223
3,326
3,247
3,219
3,235
3,393
3,356
3,283
3,252
3,282
3,395
3,780
3,574
3,260
3,304
3,266
3,348
3,268
3,194
3,416
3,347
3,1629
3,360
3,250
3,339
3,359
3,230
3,281
3,233
3,232
3,362
3,334
2,1401
2,320
2,539
2,1997
2,1239
2,475
2,662
2,967
2,383
2,291
2,1036
2,423
2,419
2,328
2,322
2,566
2,470
2,270
2,286
2,236
2,963
2,366
2,491
2,279
2,290
2,265
2,463
2,460
2,529
2,401
2,453
2,971
2,378
2,1978
2,1993
2,468
2,412
2,424
2,2508
2,338
2,327
2,371
2,948
2,649
2,251
2,928
2,554
2,216
2,354
2,277
2,915
2,1151
2,1420
2,598
2,842
2,379
2,543
2,899
2,231
2,261
2,275
2,477
2,515
2,397
2,669
2,241
2,376
2,370
2,1523
2,1593
2,262
2,418
2,402
2,583
2,604
2,408
2,381
2,255
2,315
2,316
2,674
2,301
2,249
2,698
2,375
2,243
2,471
2,1088
2,439
2,404
2,254
2,876
2,448
2,708
2,467
2,493
2,299
2,761
2,789
2,430
2,985
2,1681
2,750
2,528
2,342
2,330
2,1931
2,783
2,2000
2,527
2,406
2,1991
2,1009
2,280
2,1440
2,350
2,429
2,217
2,533
1,917
1,436
1,962
1,1302
1,11327
1,2947
1,597
1,629
1,1564
1,670
1,672
1,355
1,2002
1,1000
1,357
1,319
1,1518
1,345
1,908
1,910
1,2257
1,1820
1,5020
1,1999
1,871
1,2076
1,723
1,2068
1,2057
1,1113
1,1909
1,532
1,1479
1,540
1,770
1,1331
1,747
1,1601
1,7435
1,768
1,542
1,1446
1,499
1,2060
1,553
1,2348
1,367
1,857
1,464
1,258
1,810
1,303
1,389
1,745
1,815
1,1891
1,1423
1,365
1,1255
1,1731
1,2564
1,573
1,2058
1,825
1,5821
1,1749
1,1975
1,773
1,1037
1,415
1,793
1,452
1,351
1,1256
1,569
1,485
1,829
1,1199
1,2409
1,6216
1,352
1,632
1,3364
1,31204
1,754
1,498
1,861
1,1441
1,1589
1,1237
1,447
1,830
1,1963
1,556
1,1738
1,520
1,1091
1,1407
1,400
1,1418
1,1050
1,456
1,1355
1,4633
1,1092
1,2046
1,1304
1,346
1,756
1,719
1,806
1,1491
1,536
1,503
1,431
1,1835
1,1035
1,1321
1,998
1,1487
1,591
1,1836
1,1715
1,1720
1,1611
1,4005
1,960
1,425
1,809
1,661
1,978
1,727
1,666
1,1911
1,317
1,660
1,501
1,1013
1,635
1,641
1,988
1,2807
1,896
1,396
1,1182
1,341
1,788
1,336
1,866
1,852
1,3132
1,11123
1,882
1,612
1,457
1,840
1,2957
1,2127
1,309
1,1637
1,2093
1,459
1,1015
1,7539
1,898
1,1918
1,1260
1,537
1,681
1,559
1,887
1,1995
1,1175
1,1967
1,454
1,364
1,411
1,1202
1,716
1,886
1,1989
1,504
1,986
1,4140
1,1961
1,372
1,1816
1,1550
1,353
1,640
1,1560
1,1445
1,1076
1,646
1,1804
1,775
1,1667
1,1437
1,462
1,526
1,1848
1,647
1,1780
1,314
1,884
1,1158
1,1707
1,1994
1,1659
1,272
1,465
1,492
1,1071
1,1026
1,1189
1,257
1,15594
1,318
1,1319
1,2561
1,1096
1,1498
1,514
1,645
1,8108
1,1276
1,1377
1,481
1,2240
1,1238
1,308
1,797
1,428
1,758
1,1949
1,616
1,461
1,3794
1,1054
1,1382
1,680
1,683
1,427
1,774
1,679
1,1339
1,992
1,2366
1,472
1,444
1,487
1,3206
1,2102
1,276
1,724
1,1095
1,1073
1,1032
1,733
1,2800
1,373
1,714
1,409
1,1090
1,4264
1,1867
1,10833
1,704
1,628
1,1053
1,2125
1,762
1,579
1,2044
1,2534
1,289
1,1352
1,421
1,5150
1,4638
1,541
1,3048
1,480
1,476
1,3781
1,3441
1,850
1,1226
1,2701
1,1435
1,413
1,1278
1,511
1,905
1,16538
1,1114
1,571
1,437
1,1248
1,1771
1,655
1,466
1,1060
1,1011
1,728
1,1194
1,417
1,853
1,1012
1,1901
1,1700
1,834
1,1439
1,1139
1,374
1,239
1,622
1,2210
1,1287
1,2082
1,657
1,426
1,2253
1,497
1,1048
1,1313
1,994
1,1962
1,3353
1,1813
1,549
1,873
1,500
1,1786
1,684
1,766
1,812
1,828
1,738
1,495
1,1164
1,33359
1,544
1,2981
1,474
1,703
1,3922
1,1684
1,1939
1,751
1,1426
1,1495
1,438
1,1597
1,792
1,1031
1,734
1,9282
1,805
1,5640
1,505
1,1354
1,749
1,984
1,1019
1,1595
1,2214
1,300
1,592
1,1673
1,678
1,1279
1,694
1,435
1,2281
1,434
1,1883
1,238
1,596
1,494
1,1808
1,377
1,1506
1,1171
1,796
1,382
1,1428
1,310
1,2662
1,3215
1,1979
1,1104
1,1530
1,7699
1,1981
1,2218
1,1049
1,313
1,13619
1,488
1,1344
1,1246
1,3905
1,1105
1,1797
1,560
1,550
1,601
1,285
1,637
1,446
1,1651
