followers_count,frequency
1073,1
339,1
855,1
619,1
451,1
868,1
806,1
1756,1
1380,1
322,1
18474,1
1360,1
366,1
472,1
1427,1
1269,1
502,1
7138,1
2483,1
1151,1
1118,1
596,1
389,1
1791,1
725,1
882,1
2384,1
1497,1
1910,1
1090,1
1616,1
12343,1
1844,1
450,1
579,1
494,1
1197,1
715,1
2742,1
1042,1
4721,1
737,1
601,1
1579,1
3170,1
528,1
562,1
356,1
1337,1
1245,1
678,1
1013,1
634,1
370,1
2870,1
2713,1
2284,1
904,1
608,1
173,1
811,1
795,1
10811,1
582,1
1409,1
3535,1
13400,1
699,1
446,1
2529,1
1303,1
2144,1
1345,1
785,1
700,1
7294,1
452,1
3100,1
1342,1
1261,1
683,1
5353,1
3055,1
635,1
603,1
1739,1
583,1
625,1
639,1
2049,1
757,1
3341,1
305,1
881,1
586,1
755,1
2402,1
271,1
1089,1
655,1
3460,1
1694,1
661,1
460,1
636,1
1327,1
1004,1
833,1
1895,1
7671,1
1373,1
3027,1
896,1
509,1
436,1
1170,1
12598,1
1154,1
952,1
1967,1
9249,1
4162,1
12569,1
2223,1
1461,1
1324,1
1688,1
2244,1
378,1
364,1
662,1
1074,1
782,1
721,1
18442,1
580,1
953,1
438,1
744,1
2109,1
1541,1
1025,1
626,1
297,1
483,1
1078,1
419,1
454,1
872,1
1131,1
15704,1
1423,1
1798,1
590,1
1275,1
379,1
8194,1
829,1
2710,1
411,1
5382,1
9276,1
1908,1
402,1
968,1
1347,1
885,1
749,1
835,1
14787,1
584,1
365,1
614,1
260,1
328,1
233,1
1424,1
1560,1
296,1
1237,1
1852,1
1882,1
671,1
5221,1
647,1
1079,1
595,1
22394,1
701,1
1843,1
1509,1
682,1
1433,1
1377,1
533,1
2709,1
248,1
814,1
495,1
2855,1
