frequency,friends_count
53,1
50,0
40,2
25,3
20,4
16,5
16,7
14,6
12,11
11,9
10,10
10,8
10,16
9,18
9,14
8,12
8,13
8,23
8,26
7,21
7,19
7,41
6,24
6,55
6,53
6,36
6,17
6,15
5,20
5,51
5,65
5,22
5,47
5,46
4,43
4,32
4,60
4,284
4,156
4,61
4,33
4,50
4,27
4,45
4,44
4,29
4,25
3,52
3,72
3,63
3,34
3,28
3,59
3,124
3,37
3,40
3,77
2,339
2,69
2,90
2,42
2,54
2,198
2,56
2,97
2,62
2,142
2,81
2,85
2,31
2,64
2,123
2,125
2,30
2,89
2,38
2,58
2,250
2,66
2,71
2,180
1,35
1,995
1,641
1,106
1,104
1,109
1,267
1,205
1,216
1,150
1,78
1,637
1,80
1,110
1,57
1,451
1,164
1,274
1,82
1,176
1,239
1,86
1,114
1,177
1,473
1,94
1,545
1,743
1,772
1,459
1,985
1,291
1,249
1,182
1,684
1,257
1,76
1,132
1,130
1,73
1,241
1,120
1,95
1,102
1,127
1,321
1,254
1,237
1,207
1,88
1,138
1,117
1,606
1,258
1,39
1,532
1,131
1,219
1,314
1,84
1,49
1,67
1,75
1,302
1,172
1,838
1,272
1,92
1,462
1,191
1,113
1,157
1,976
1,383
1,961
1,134
1,115
1,185
1,48
1,151
1,593
1,1252
1,453
