frequency,statuses_count
2,460
2,722
2,303
2,756
2,671
2,200
2,1529
2,159
2,212
2,1255
2,1797
2,527
2,362
2,272
2,430
2,1120
2,411
2,600
2,1149
2,1265
2,487
2,758
2,1626
2,904
2,1247
2,1150
2,767
2,1044
2,1011
2,830
2,803
2,349
2,342
2,542
2,418
2,1243
2,394
2,264
2,423
2,357
2,344
2,455
2,678
2,545
2,170
2,641
2,251
2,495
2,286
2,268
2,856
2,431
2,1868
2,632
2,404
2,865
2,2181
2,1050
2,211
2,561
2,971
2,944
2,408
2,1463
2,2833
2,892
2,581
2,879
2,3426
2,773
2,396
2,935
2,649
2,400
2,1209
2,1813
2,2024
2,397
2,627
2,2619
2,256
2,2113
2,908
2,475
2,244
2,1078
2,618
2,567
2,586
2,506
2,640
2,550
2,1028
2,1160
2,590
2,2494
2,248
2,414
2,1052
2,748
2,2180
2,298
2,754
2,681
2,2349
2,447
2,426
2,232
2,2629
2,918
2,805
2,285
2,788
2,253
2,434
2,399
2,575
2,1181
2,950
2,573
2,1349
2,358
2,496
2,854
2,1406
2,1519
2,570
2,808
2,583
2,466
2,331
2,189
2,153
2,1530
2,180
2,853
2,533
2,1193
1,554
1,3155
1,4842
1,595
1,4893
1,806
1,3730
1,1043
1,1532
1,1019
1,3164
1,4828
1,588
1,3740
1,620
1,3004
1,887
1,517
1,1317
1,3512
1,7931
1,1886
1,1187
1,1472
1,3066
1,2167
1,759
1,1228
1,1673
1,2217
1,926
1,1168
1,1166
1,1951
1,1480
1,752
1,2047
1,2093
1,5640
1,2583
1,3064
1,4437
1,1798
1,4073
1,1141
1,2152
1,1275
1,5878
1,1879
1,2257
1,1646
1,987
1,1004
1,6628
1,1655
1,2298
1,1907
1,3548
1,622
1,1130
1,2768
1,2761
1,1203
1,842
1,2526
1,1147
1,1303
1,2240
1,2442
1,1841
1,10623
1,3163
1,479
1,1968
1,910
1,2463
1,4699
1,1598
1,451
1,1127
1,666
1,4033
1,1611
1,3748
1,2606
1,863
1,1110
1,6610
1,3811
1,4181
1,1854
1,5352
1,246
1,6793
1,716
1,3186
1,1093
1,855
1,851
1,2853
1,1642
1,3640
1,373
1,864
1,2273
1,719
1,1219
1,597
1,1678
1,1563
1,1811
1,2034
1,1466
1,1231
1,2072
1,764
1,1752
1,874
1,765
1,1034
1,4679
1,296
1,894
1,2997
1,1525
1,848
1,2498
1,616
1,4146
1,2158
1,849
1,1333
1,1535
1,483
1,380
1,1444
1,1159
1,1108
1,1282
1,750
1,1242
1,1089
1,1773
1,2713
1,1495
1,659
1,8370
1,3203
1,911
1,1633
1,1368
1,700
1,613
1,684
1,3442
1,3619
1,1320
1,3229
1,2882
1,459
1,5247
1,3423
1,2453
1,5404
1,1157
1,3678
1,2812
1,6173
1,732
1,1071
1,2381
1,3531
1,1254
1,1343
1,3751
1,4471
1,2735
1,7254
1,599
1,924
1,3443
1,5624
1,4036
1,2396
1,2541
1,760
1,4665
1,3617
1,1257
1,1542
1,1337
1,2369
1,860
1,3575
1,2567
1,881
1,1454
1,974
1,7316
1,1584
1,5205
1,1449
1,770
1,779
1,602
1,1666
1,10711
1,2928
1,1121
1,1076
1,26035
1,1336
1,1534
1,2809
1,2840
1,804
1,713
1,1833
1,2114
1,2654
1,1723
1,1248
1,1770
1,1701
1,1848
1,2148
1,2951
1,1558
1,1286
1,1756
1,1095
1,1235
1,1682
1,791
1,1645
1,651
1,1054
1,1705
1,2617
1,3713
1,558
1,4830
1,1556
1,2081
1,1875
1,340
1,912
1,2321
1,1486
1,485
1,3202
1,333
1,2177
1,2926
1,3187
1,1241
1,1500
1,1031
1,393
1,981
1,1276
1,1151
1,670
1,2206
1,1330
1,675
1,4753
1,1198
1,1860
1,927
1,3104
1,2415
1,1244
1,536
1,1573
1,645
1,2554
1,1326
1,638
1,3456
1,2472
1,835
1,829
1,1816
1,1125
1,1533
1,548
1,1331
1,514
1,7513
1,2664
1,3218
1,343
1,5051
1,2278
1,482
1,611
1,2566
1,3001
1,4779
1,1359
1,1298
1,274
1,1201
1,3102
1,1761
1,1492
1,1245
1,5157
1,185
1,3697
1,532
1,1055
1,1749
1,2948
1,2711
1,2403
1,634
1,2063
1,2970
1,901
1,1395
1,20991
1,3879
1,564
1,4216
1,1787
1,1194
1,4767
1,1707
1,436
1,625
1,2539
1,2756
1,1007
1,534
1,1142
1,1885
1,1096
1,3033
1,3979
1,837
1,1660
1,799
1,1077
1,356
1,3461
1,686
1,833
1,1464
1,1667
1,646
1,943
1,1686
1,2289
1,1139
1,991
1,4808
1,4242
1,3954
1,444
1,1172
1,1214
1,281
1,3639
1,1440
1,1428
1,1470
1,919
1,1905
1,4134
1,3224
1,5124
1,3873
1,5499
1,930
1,1613
1,507
1,3029
1,619
1,1370
1,960
1,511
1,3400
1,1872
1,386
1,802
1,2429
1,838
1,1091
1,1057
1,3652
1,5074
1,2461
1,1229
1,3383
1,319
1,2441
1,4391
1,1226
1,1005
1,1183
1,928
1,3344
1,3082
1,1115
1,1190
1,4416
1,1015
1,1606
1,3492
1,2210
1,3690
1,834
1,939
1,915
1,1569
1,940
1,2374
1,949
1,2571
1,1083
1,1118
1,4870
1,1358
1,934
1,682
1,197
1,1135
1,2451
1,1128
1,1178
1,1377
1,1977
1,1192
1,442
1,2103
1,3986
1,966
1,1520
1,946
1,652
1,1482
1,653
1,1427
1,1622
1,461
1,947
1,1862
1,2236
1,3296
1,6086
1,1455
1,1994
1,3612
1,1117
1,5214
1,4769
1,4850
1,4259
1,2378
1,4931
1,10454
1,10417
1,875
1,683
1,1523
1,1002
1,968
1,3981
1,1186
1,1062
1,1436
1,1574
1,2575
1,964
1,1999
1,2086
1,1087
1,1104
1,2170
1,2335
1,1350
1,219
1,929
1,1013
1,1923
1,1839
1,282
1,4221
1,1158
1,1445
1,1383
1,1425
1,7468
1,3227
1,1404
1,2668
1,1511
1,1648
1,3560
1,3593
1,1546
1,1106
1,2426
1,3285
1,630
1,9739
1,1713
1,1891
1,3148
1,1263
1,2917
1,3965
1,2333
1,2342
1,685
1,3209
1,2656
1,1566
1,1009
1,1883
1,560
1,538
1,1962
1,1616
1,736
1,1670
1,1688
1,346
1,1000
1,10594
1,1869
1,388
1,643
1,847
1,2484
1,472
1,1602
1,3301
1,1371
1,557
1,1996
1,973
1,3022
1,2523
1,1691
1,845
1,907
1,1407
1,1100
1,694
1,4466
1,705
1,2208
1,1561
1,656
1,2568
1,226
1,4190
1,1138
1,2140
1,771
1,1562
1,1758
1,2460
1,7474
1,3216
1,4788
1,2193
1,962
1,1554
1,1628
1,552
1,1681
1,1501
1,553
1,822
1,717
1,605
1,1657
1,1132
1,3387
1,227
1,2163
1,1307
1,983
1,1010
1,1937
1,2085
1,3853
1,3305
1,3563
1,877
1,1175
1,1836
1,3635
1,4237
1,1287
1,1382
1,438
1,1945
1,2720
1,1140
1,568
1,654
1,1693
1,1318
1,5364
1,2161
1,3912
1,699
1,1818
1,2168
1,14635
1,1679
1,7966
1,704
1,810
1,556
1,1714
1,992
1,440
1,2373
1,10283
1,4159
1,2577
1,3133
1,1737
1,3857
1,623
1,1339
1,324
1,1870
1,592
1,547
1,2408
1,1651
1,1505
1,3166
1,1360
1,626
1,796
1,606
1,330
1,5538
1,8196
1,1188
1,2648
1,3698
1,1341
1,5460
1,868
1,687
1,403
1,4214
1,2364
1,608
1,566
1,1496
1,4370
1,4148
1,156
1,1763
1,5920
1,14193
1,1793
1,4479
1,718
1,5288
1,1865
1,1837
1,1467
1,811
1,6757
1,801
1,2189
1,1922
1,2197
1,2707
1,8558
1,2613
1,1424
1,1420
1,3439
1,3609
1,2001
1,2016
1,755
1,1625
1,1479
1,1334
1,3841
1,530
1,1323
1,3083
1,555
1,679
1,787
1,469
1,3898
1,731
1,355
1,2346
1,3517
1,1680
1,4048
1,2162
1,979
1,5234
1,2319
1,1684
1,3685
1,445
1,421
1,800
1,9261
1,1399
1,2175
1,1732
1,5576
1,572
1,1779
1,1720
1,2205
1,775
1,1850
1,1804
1,1313
1,724
1,2012
1,1754
1,470
1,628
1,3252
1,1148
1,1394
1,1760
1,2801
1,1030
1,1638
1,1176
1,2254
1,318
1,1114
1,3757
1,2470
1,729
1,1238
1,1109
1,2359
1,1129
1,5690
1,4522
1,2646
1,741
1,236
1,2462
1,1040
1,884
1,1366
1,1615
1,921
1,3567
1,751
1,2715
1,3324
1,240
1,2994
1,5502
1,1473
1,2623
1,900
1,1590
1,2643
1,4866
1,490
1,753
1,2153
1,5765
1,1094
1,2283
1,1220
1,794
1,815
1,1184
1,658
1,1400
1,6038
1,1715
1,334
1,6307
1,891
1,1942
1,1288
1,1281
1,4323
1,709
1,8975
1,389
1,1155
1,351
1,1305
1,2759
1,1092
1,824
1,370
1,2119
1,2212
1,1778
1,2275
1,292
1,784
1,1630
1,839
1,1671
1,7450
1,733
1,574
1,1629
1,367
1,450
1,535
1,728
1,2263
1,1694
1,3580
1,1812
1,3450
1,2705
1,3081
1,937
1,2998
1,2230
1,8564
1,1605
1,1412
1,395
1,668
1,2340
1,3549
1,1200
1,1068
1,742
1,889
1,2724
1,2775
1,1403
1,1877
1,1217
1,2160
1,6905
1,3676
1,337
1,488
1,1136
1,2128
