followers_count,frequency
759,2
485,2
420,2
1583,2
564,2
689,2
311,2
366,2
408,2
622,2
346,2
1104,2
394,2
696,2
513,2
924,2
944,2
610,2
719,2
856,2
184,2
457,2
1421,2
210,2
685,2
1016,2
1056,2
611,2
931,2
1018,2
985,2
668,2
827,2
1082,2
1517,2
306,2
1268,2
967,2
470,2
345,2
541,2
1173,2
1144,2
1661,2
881,2
1013,2
514,2
589,2
656,2
571,2
1804,2
890,2
523,2
586,2
535,2
637,2
512,2
641,2
283,2
670,2
721,2
520,2
214,2
664,2
559,2
806,1
5376,1
2110,1
930,1
403,1
1722,1
2929,1
4121,1
2298,1
1017,1
2484,1
13905,1
1461,1
493,1
549,1
1195,1
407,1
1436,1
13245,1
758,1
989,1
7590,1
1053,1
693,1
18135,1
1776,1
1043,1
1937,1
1955,1
697,1
1539,1
1041,1
489,1
660,1
1559,1
933,1
777,1
1402,1
1505,1
674,1
1348,1
677,1
1241,1
23128,1
10279,1
725,1
10584,1
582,1
3128,1
910,1
1623,1
2000,1
609,1
809,1
519,1
1732,1
1551,1
15064,1
1630,1
313,1
429,1
647,1
1873,1
2418,1
1108,1
627,1
4461,1
1853,1
1265,1
2074,1
426,1
1956,1
555,1
4029,1
1163,1
1116,1
8088,1
5017,1
601,1
1573,1
1507,1
616,1
424,1
11301,1
2189,1
1127,1
490,1
915,1
2421,1
744,1
1181,1
5204,1
935,1
2758,1
1023,1
2414,1
981,1
428,1
684,1
1472,1
830,1
1187,1
913,1
1159,1
1333,1
1542,1
789,1
1137,1
3968,1
1841,1
371,1
3823,1
771,1
2692,1
391,1
1756,1
862,1
1098,1
9598,1
547,1
458,1
4407,1
8972,1
1067,1
1356,1
1618,1
829,1
6905,1
506,1
2455,1
435,1
1340,1
1030,1
13694,1
1741,1
994,1
608,1
1435,1
606,1
525,1
1379,1
425,1
1367,1
987,1
7001,1
4376,1
4823,1
2779,1
1826,1
47077,1
983,1
1189,1
1391,1
1263,1
902,1
612,1
1186,1
8991,1
1742,1
507,1
500,1
625,1
79136,1
2287,1
2544,1
2387,1
2764,1
1177,1
1414,1
504,1
16926,1
781,1
414,1
565,1
5979,1
557,1
1543,1
3489,1
756,1
785,1
434,1
859,1
1352,1
778,1
445,1
1868,1
617,1
1029,1
9244,1
1463,1
734,1
1008,1
467,1
1239,1
8532,1
1105,1
714,1
545,1
2365,1
1413,1
613,1
10508,1
4091,1
466,1
1343,1
580,1
471,1
649,1
511,1
2385,1
790,1
475,1
1817,1
3187,1
1757,1
15259,1
1721,1
869,1
1670,1
304,1
2248,1
645,1
808,1
648,1
31834,1
602,1
3272,1
551,1
6223,1
2241,1
1231,1
4423,1
3348,1
1866,1
832,1
540,1
537,1
361,1
654,1
919,1
1089,1
713,1
1106,1
1880,1
52029,1
2672,1
690,1
4150,1
814,1
6286,1
3970,1
576,1
474,1
857,1
1314,1
1272,1
886,1
543,1
4115,1
3624,1
726,1
1154,1
3266,1
1631,1
732,1
569,1
6402,1
4548,1
13435,1
3223,1
8729,1
1188,1
4573,1
750,1
552,1
406,1
870,1
5644,1
5281,1
2638,1
1417,1
2359,1
628,1
583,1
618,1
1450,1
638,1
325,1
1283,1
3042,1
3335,1
12021,1
1556,1
481,1
2855,1
4018,1
498,1
544,1
855,1
1730,1
702,1
560,1
461,1
1683,1
691,1
632,1
2053,1
1145,1
2339,1
573,1
2833,1
1275,1
1303,1
1501,1
755,1
3141,1
841,1
502,1
1316,1
581,1
1257,1
534,1
1965,1
476,1
692,1
1361,1
1794,1
5917,1
1508,1
2716,1
1149,1
416,1
13535,1
1616,1
838,1
8328,1
1344,1
2034,1
446,1
3045,1
1988,1
7146,1
468,1
597,1
1201,1
1235,1
776,1
2078,1
798,1
624,1
5509,1
3061,1
1059,1
417,1
948,1
10663,1
413,1
873,1
2109,1
1100,1
2039,1
2625,1
415,1
3248,1
663,1
3616,1
968,1
367,1
3079,1
1634,1
688,1
7198,1
884,1
2170,1
1132,1
375,1
705,1
3059,1
380,1
1429,1
1022,1
1520,1
2528,1
882,1
362,1
448,1
1143,1
518,1
1255,1
1167,1
2042,1
4723,1
1407,1
650,1
2532,1
5661,1
682,1
633,1
3728,1
888,1
4636,1
2309,1
988,1
494,1
3814,1
8688,1
2509,1
904,1
1678,1
2093,1
527,1
772,1
822,1
6738,1
1532,1
1365,1
1605,1
1519,1
1007,1
938,1
358,1
766,1
2314,1
999,1
1963,1
1863,1
1066,1
455,1
1859,1
7429,1
1664,1
3524,1
492,1
1107,1
399,1
2405,1
12532,1
909,1
1409,1
1213,1
3866,1
1042,1
1168,1
526,1
1420,1
393,1
666,1
4313,1
3495,1
1547,1
1585,1
1317,1
29913,1
1092,1
2611,1
1470,1
303,1
1453,1
751,1
539,1
1890,1
3712,1
4811,1
3099,1
488,1
587,1
1582,1
642,1
1920,1
19243,1
1785,1
3123,1
2935,1
1725,1
1459,1
4270,1
788,1
661,1
18247,1
1371,1
1393,1
1287,1
1091,1
1727,1
805,1
1410,1
765,1
934,1
3702,1
1690,1
5700,1
1011,1
1139,1
447,1
715,1
1102,1
2755,1
3416,1
742,1
495,1
4351,1
918,1
2084,1
6808,1
3927,1
72689,1
815,1
749,1
1577,1
1626,1
1555,1
369,1
743,1
1700,1
748,1
3075,1
2276,1
1660,1
4916,1
2673,1
1584,1
1234,1
553,1
25514,1
479,1
3243,1
1514,1
818,1
5139,1
791,1
1971,1
1057,1
1496,1
1645,1
3200,1
531,1
13604,1
2474,1
1135,1
5730,1
731,1
1659,1
2776,1
2556,1
6021,1
598,1
1202,1
1203,1
858,1
3325,1
296,1
1703,1
497,1
954,1
603,1
532,1
1069,1
1449,1
300,1
