frequency,friends_count
1,985
1,1213
1,1231
1,808
1,241
1,786
1,1804
1,3629
1,546
1,1581
1,612
1,1225
1,916
1,849
1,782
1,1586
1,724
1,870
1,1688
1,624
1,565
1,954
1,751
1,813
1,876
1,479
1,929
1,649
1,805
1,831
1,2599
1,1245
1,1018
1,878
1,1301
1,1939
1,6122
1,2877
1,740
1,3455
1,1854
1,1644
1,1974
1,1502
1,834
1,1263
1,780
1,13204
1,862
1,750
1,708
1,1051
1,2602
1,1329
1,894
1,788
1,1641
1,3319
1,1222
1,741
1,369
1,18467
1,526
1,1807
1,547
1,5188
1,2285
1,732
1,663
1,516
1,3370
1,838
1,1390
1,712
1,736
1,861
1,660
1,833
1,447
1,1973
1,1095
1,7146
1,487
1,3354
1,537
1,4243
1,1339
1,2026
1,952
1,409
1,574
1,570
1,1404
1,1935
1,1033
1,1691
1,1030
1,1558
1,3650
1,1875
1,796
1,481
1,1230
1,1500
1,623
1,1306
1,536
1,1524
1,1965
1,975
1,480
1,600
1,3201
1,5694
1,1450
1,1673
1,496
1,1086
1,1573
1,528
1,1432
1,485
1,524
1,1011
1,1788
1,977
1,906
1,417
1,1246
1,2085
1,1633
1,484
1,1642
1,603
1,1061
1,900
1,1311
1,675
1,357
1,442
1,1982
1,471
1,1398
1,541
1,1013
1,5730
1,3063
1,825
1,1216
1,1009
1,1000
1,693
1,633
1,2299
