frequency,statuses_count
5,432
5,797
5,1437
5,13
5,871
5,568
5,269
5,1576
5,1247
5,767
5,2136
4,329
4,4334
4,2263
4,894
4,132
4,254
4,684
4,525
4,1740
4,895
4,3976
4,889
4,1994
4,939
4,1486
4,479
4,1124
4,19
4,355
4,443
4,97
4,459
4,250
4,93
3,288
3,1037
3,1087
3,3
3,636
3,341
3,982
3,2530
3,7036
3,358
3,220
3,453
3,726
3,1185
3,253
3,1711
3,255
3,1073
3,217
3,169
3,985
3,2404
3,324
3,646
3,4695
3,431
3,371
3,398
3,207
3,1490
3,1107
3,1161
3,2933
3,228
3,2098
3,1175
3,1322
3,416
3,372
3,345
3,744
3,1685
3,514
3,69
3,702
3,645
3,3320
3,252
3,554
3,463
3,59
3,128
3,1068
3,651
3,589
3,373
3,905
3,9884
3,566
3,973
3,1934
3,1203
3,23
3,697
3,293
3,14
3,2427
3,804
3,354
3,574
3,3381
3,908
3,1821
3,999
3,959
3,181
3,33
3,232
3,61
3,1794
3,1929
3,922
3,216
3,944
3,979
3,2968
3,2946
3,3617
3,4511
3,183
3,1498
3,68
3,4610
3,1415
3,3280
3,3014
3,122
3,2360
3,1182
3,2412
3,2556
3,1952
3,2528
3,1176
3,173
3,2000
3,435
3,541
3,1386
3,344
3,1688
3,9185
3,3263
3,611
3,1241
3,1772
3,2409
3,9246
3,576
3,888
3,422
3,1318
3,943
3,256
3,5647
3,86
3,147
3,5914
3,468
3,2065
3,119
3,1108
3,477
3,212
3,1949
3,27
3,719
3,757
3,1166
3,1682
3,104
3,1233
3,4748
2,447
2,1252
2,2087
2,3170
2,15315
2,822
2,1970
2,134
2,1371
2,1732
2,306
2,314
2,235
2,1129
2,3790
2,3928
2,4398
2,887
2,388
2,425
2,4397
2,584
2,3877
2,91
2,2058
2,150
2,2710
2,842
2,2395
2,2128
2,6040
2,3075
2,1885
2,309
2,915
2,1187
2,4830
2,2455
2,286
2,941
2,1085
2,2941
2,2523
2,3053
2,683
2,1359
2,8251
2,1320
2,160
2,3093
2,2440
2,2014
2,1663
2,260
2,1714
2,2914
2,1865
2,6301
2,10679
2,954
2,60
2,7908
2,6037
2,2012
2,2154
2,2097
2,1362
2,1937
2,2903
2,1136
2,8679
2,1312
2,669
2,2876
2,1261
2,2804
2,1928
2,2185
2,2248
2,1345
2,3947
2,2789
2,3491
2,11960
2,759
2,1529
2,2880
2,478
2,1170
2,743
2,1425
2,127
2,1092
2,63
2,913
2,564
2,838
2,682
2,2296
2,1712
2,3268
2,766
2,2103
2,1516
2,975
2,1829
2,1376
2,13570
2,4043
2,1895
2,2987
2,304
2,4902
2,462
2,11
2,12853
2,1676
2,799
2,783
2,29
2,617
2,2960
2,370
2,801
2,1595
2,384
2,1246
2,2257
2,3940
2,15130
2,6282
2,595
2,4522
2,1603
2,452
2,10252
2,711
2,3832
2,3359
2,1
2,1849
2,2961
2,5618
2,1078
2,1214
2,1096
2,3524
2,10733
2,1368
2,1507
2,2519
2,2115
2,856
2,4372
2,325
2,1395
2,5788
2,5881
2,2156
2,3103
2,4706
2,115
2,515
2,172
2,244
2,1941
2,1287
2,1816
2,3797
2,5448
2,266
2,7153
2,204
2,2380
2,202
2,1201
2,338
2,1569
2,2242
2,1485
2,139
2,10826
2,200
2,1002
2,5163
2,189
2,3705
2,703
2,11539
2,125
2,696
2,3013
2,2249
2,1055
2,105
2,9387
2,903
2,433
2,10
2,3903
2,16739
2,2564
2,1010
2,9011
2,2159
2,3624
2,765
2,643
2,2039
2,3032
2,2126
2,1579
2,4460
2,956
2,2709
2,1033
2,57
2,2075
2,773
2,136
2,6315
2,1058
2,742
2,1901
2,440
2,2540
2,101
2,1279
2,4100
2,3011
2,582
2,865
2,3222
2,2211
2,4819
2,992
2,3227
2,1879
2,1815
2,148
2,1491
2,118
2,4678
2,2100
2,3036
2,24
2,1305
2,3983
2,429
2,470
2,2502
2,5953
2,475
2,62
2,802
2,739
2,1760
2,153
2,2713
2,7222
2,4030
2,8024
2,7111
2,9370
2,3496
2,7336
2,78
2,277
2,1573
2,7976
2,724
2,130
2,891
2,3077
2,42
2,1098
2,140
2,784
2,1528
2,4760
2,2763
2,245
2,4402
2,481
2,756
2,2365
2,4145
2,137
2,562
2,3505
2,1965
2,6126
2,2316
2,3068
2,559
2,11638
2,1012
2,126
2,381
2,4326
2,2400
2,5472
2,2609
2,1993
2,2756
2,1945
2,957
2,513
2,2584
2,3632
2,847
2,133
2,13507
2,3332
2,1207
2,76
2,2990
2,80
2,491
