followers_count,frequency
1033,1
1290,1
459,1
623,1
837,1
464,1
401,1
715,1
817,1
572,1
2596,1
1440,1
612,1
995,1
10365,1
596,1
1133,1
1147,1
2441,1
1204,1
769,1
1617,1
468,1
907,1
605,1
772,1
1735,1
1030,1
510,1
3191,1
16290,1
1551,1
970,1
1402,1
568,1
1513,1
2200,1
1934,1
922,1
2000,1
554,1
1101,1
654,1
780,1
966,1
2409,1
3681,1
5588,1
1094,1
445,1
2826,1
497,1
1327,1
1198,1
1759,1
5516,1
633,1
1384,1
4684,1
666,1
6989,1
3145,1
621,1
11636,1
2495,1
968,1
727,1
823,1
3200,1
1813,1
1640,1
1627,1
1512,1
789,1
1255,1
1501,1
597,1
1068,1
1486,1
637,1
1046,1
1859,1
17065,1
1031,1
1538,1
5449,1
916,1
852,1
741,1
836,1
3633,1
351,1
760,1
1830,1
2171,1
1098,1
6040,1
2483,1
386,1
10039,1
1334,1
6520,1
820,1
1642,1
673,1
561,1
4439,1
1387,1
1036,1
532,1
2166,1
1953,1
3166,1
